,time,Mean_x,Mean_y,Mean_z,Median_x,Median_y,Median_z,SD_x,SD_y,SD_z
26,27.0,-0.07552391263258613,-0.4770329898842562,-0.1819352910158389,-0.03147476713623654,-0.4434529750049023,-0.2013000874505977,0.6319041535718838,0.917367630974772,0.4388341964450785
27,28.0,-0.23373992354281004,-0.3109792789568244,-0.07194410704586028,-0.21547514230886836,-0.2859626134933517,-0.0414394392627464,0.5884680134960079,0.5714343986021947,0.5198706979703988
28,29.0,0.6752706751066345,-0.38315561184147695,-0.10913927249178189,0.8157350684669459,-0.3802628955027636,-0.06465660883846036,0.5895841566570516,0.8097392524972712,0.46635620232823993
29,30.0,1.0535561455528883,0.16527331750951346,-0.23240042290679752,1.0295454339334793,0.16218065218973174,-0.20516690981776287,0.29220427061952875,0.47196992729794524,0.2080962038868457
30,31.0,0.4682608228655897,0.5146023690011194,-0.14743957983191514,0.42556767460952055,0.4671364743619635,-0.0781168329495524,0.28206875022322914,0.4180207048014741,0.23590368856895155
31,32.0,0.259749609222918,0.1698764745386561,-0.14327264882548632,0.2630666199339018,0.15956459398390432,-0.11738744481712468,0.24659529392610122,0.4061735779654675,0.19936425856451853
32,33.0,0.2107735485731406,0.3685040350591361,-0.13187213250952007,0.230916757515768,0.3768411292056477,-0.10302016479311238,0.35483720945253533,0.3741915256397303,0.2873417692647614
33,34.0,-0.2998922537126123,0.04639959114407507,-0.027749557118393248,-0.18484957704828808,0.09262404019087,0.009241692160538495,0.5365292039547351,0.5011345612114543,0.39735853728809034
34,35.0,-0.5302397454961814,-0.4445295694487598,-0.027306555420723175,-0.6351170929804013,-0.4376306932318652,0.04563432152786717,0.9240539607661992,0.7530245451178839,0.7610385408104229
35,36.0,-0.013242990609783907,-1.519416461345246,-0.1423094861293689,-0.15200922172178366,-1.5152193930686604,-0.14520883440814106,0.7205093090557277,0.8179594233849486,0.6690788772426022
36,37.0,0.7420503103814008,-0.34832243074311453,-0.16173526808910438,0.7894513184167664,-0.2435921530793195,-0.1549620909536984,0.687585561248571,0.428406515918146,0.29881719198140877
37,38.0,0.7413852071342245,0.31147811779123696,-0.17218034776162822,1.1431753422767097,0.12476522835064685,-0.14928845052313378,0.8950147314582796,0.6329033411259566,0.22699245456227551
38,39.0,-0.43548002942806174,0.3891079062837813,-0.19190641834346103,-0.4501239861605377,0.31289143941584285,-0.1686663180241359,0.19042590269106333,0.37392158745448295,0.17868337648991156
39,40.0,-0.30486979325726854,0.3672375856850624,-0.17792342950002862,-0.2981556128130216,0.3517343979801506,-0.1792434722838454,0.24799275578232038,0.24141366672533857,0.12359078289115902
40,41.0,-0.24913059757400027,0.6207579428771486,-0.17229755902179247,-0.258010912279945,0.6143183697430015,-0.1529509512868224,0.24890476296609906,0.23238376543735378,0.14064450952070154
41,42.0,-0.7393528786399661,0.7897821164895859,-0.13096120068903083,-0.7914525977867974,0.75561790289321,-0.13644302384705606,0.2722647718340709,0.38267927760015025,0.1845784285748769
42,43.0,-0.42284686025518353,-0.0902494673637193,-0.08354881245555894,-0.4509771168464294,-0.14734965500094432,-0.11047059499044276,0.22116035113924662,0.2555416079433178,0.14679047631349518
43,44.0,-0.47848938327179324,-0.5044589661553679,-0.047129322543743066,-0.5013732804426692,-0.4521145251016669,-0.05876523449276483,0.43570439764377844,0.21991355601056148,0.12339795423029051
44,45.0,0.17939040207207602,-0.8394466959906414,-0.022740929519939192,0.1584810576357789,-0.8100696950760558,-0.0015823137206668616,0.7302020463389112,0.39205597937832404,0.25638887645853126
45,46.0,0.5799199732202768,0.271375903516293,-0.15650337577076043,0.6244411399686665,0.30805349933788584,-0.11936658254734178,0.6386230918766266,0.8604728076319331,0.3043301051200337
46,47.0,-0.08886659746172657,1.300031910604388,-0.14663402377053955,-0.10850688473730585,1.2542190517638172,-0.19224109950896207,0.4898328833482514,0.6267699456246834,0.2813935691868918
47,48.0,-0.026991192186498595,1.0851218120749198,-0.03341306610520044,0.0107455750995058,1.0810002070451803,0.04651353729447294,0.3984845701917371,0.5621882072053399,0.36628356273684676
48,49.0,-0.20057963697989023,0.47890407090443976,0.022789949196793852,-0.16994876977750373,0.451141332305351,0.024468987344397064,0.5843861588033348,0.6960253683115452,0.40232868653615483
49,50.0,-0.07974412012864886,-0.3599751077439722,-0.006568796247413937,-0.004158723850867574,-0.4378270961571644,-0.04731613752359731,0.6562166363411891,0.6609787680004775,0.4535911106893811
50,51.0,0.10451966001084073,-0.5632952866862958,-0.010756481324028887,0.21550787486015646,-0.5474383885974419,0.03451599578940784,0.6353714881933189,0.38948206911251065,0.5245023063691708
51,52.0,0.013542417078279755,-0.31894979080154195,-0.11116431503620276,0.10816876028759737,-0.29636198073562525,-0.02750891013937326,0.5804954330823797,0.5049417453304397,0.45715100273589143
52,53.0,0.08344853340957518,-0.28845497744001075,-0.1678302887082544,0.1136518140121332,-0.10718385671180997,-0.1859351292711814,0.7607462563963603,0.7141495261854087,0.6680673443468605
53,54.0,0.5918913470663605,-0.45261675058232165,-0.19854636684088986,0.6379480181149653,-0.4747663371602604,-0.16084858409241676,0.8199822087691053,0.8305892094876433,0.5792281577870777
54,55.0,0.7201373418606374,-0.6066880986722916,-0.19137653635102947,0.7781615148219045,-0.6270783867578666,-0.14324494758249073,0.5064803661993608,0.3809873649849534,0.31124740089639535
55,56.0,0.3343490950910253,-0.30298250790349845,-0.04018967611815976,0.18444085055824289,-0.2243119898112944,-0.034330768873009565,0.8337090045359494,0.7385818387723904,0.2543328979556565
56,57.0,-0.04012475281778808,-0.07298470620529808,-0.0031009116711800968,-0.0058292521113685325,-0.019218485557188192,-0.0008931578603996738,0.39898816363445455,0.40048096542304673,0.19620606627304996
57,58.0,-1.1906584172726422,0.9680414543273415,-0.28153658894378536,-1.210532185787233,0.9541309865074368,-0.2707815299374482,0.2621265887507111,0.24084403765092918,0.10005641523172995
58,59.0,-0.9318875060158598,0.830915279437581,-0.2193013168677731,-0.9228753517690438,0.811147333063567,-0.2152704660925593,0.18936249133647584,0.1642537067967952,0.07375840570017604
59,60.0,-0.5457589255884425,0.49998207059282196,-0.14312789842209833,-0.5337702465950604,0.5090552572467786,-0.1450518289844345,0.11732787406554827,0.128281976132832,0.07099231931506161
60,61.0,-0.959946354263073,0.3449775752529437,-0.005866081546137651,-1.0346102659403122,0.3254299818537678,-0.024459495420657063,0.32039274850758814,0.19779405463536984,0.13758806571736154
61,62.0,-0.7922710270201329,-0.712673200099936,0.0631543896441466,-0.7233319392417208,-0.8441918346218564,0.08432828438434115,0.3936539636637824,0.5155894109600494,0.3541617990315142
62,63.0,0.15972620156155515,-1.484969316327818,0.029217386354923918,0.2204338339642291,-1.4349919793752974,0.06779553331919885,0.4211924692879609,0.48891734285804334,0.316218450563717
63,64.0,0.6989839392691033,-0.6576130362169782,0.07310494398653049,0.73402921497446,-0.6216064588657773,0.08171810337736929,0.3386818320980183,0.518659423953615,0.3059612181591435
64,65.0,-0.14993384249150776,0.5364448698075363,0.00960038175239669,-0.2313343758369655,0.5555055551243697,0.020625512186921213,0.5316033762902869,0.4043770765791024,0.24795279703420983
65,66.0,-0.36860993674810344,0.6329084279420883,-0.1308818265855565,-0.39825286831798223,0.6237001977476808,-0.1861421181189007,0.3921793815888168,0.40497630986523997,0.33842970444981485
66,67.0,-0.41159507920887034,0.437554567363054,-0.12736202924568799,-0.444518857469312,0.466441304449777,-0.12244920792920855,0.49933550278989586,0.5634913649208133,0.42097259126484093
67,68.0,-0.09558158481142795,0.4666901397781824,-0.07534059174441639,-0.024769101401382443,0.4101594231990511,-0.1203667783829232,0.5078658212063202,0.5388351723886375,0.4657804220893167
68,69.0,0.02155736668971374,0.2216215035505849,-0.22026962472969863,-0.04819242358578535,0.2390787171100897,-0.1596510804994118,0.6987188041897474,0.6896826630511617,0.4298001876187999
69,70.0,-0.06969373153999704,0.17457405079728408,-0.14141837530416584,-0.12360996003005198,0.21236354192879506,-0.09694234799726154,0.781798323133492,0.6770176768797115,0.39501048652544424
70,71.0,0.12574664334483177,0.38928150357579766,-0.11155593162150819,0.07106354773095447,0.27074359201454,-0.06782373921934015,0.6700238092250798,0.7975973578474119,0.37601460119029373
71,72.0,-0.013906136392858875,0.10147161288086022,-0.28923933896235576,0.13832393408966934,0.04683669277698144,-0.3110764595639317,0.5887636991065825,0.6763293726303835,0.521306654677593
72,73.0,-0.09895592577960832,-0.07820903926484875,-0.1488202881211039,-0.11837886346033955,-0.04543901374400505,-0.0473438950317529,0.6060224465406261,0.6480048610692752,0.6130365250832068
73,74.0,-0.3915130854630284,0.4185126857068188,-0.17939396627953316,-0.4314447023878976,0.52445611541809,-0.20461206374623409,0.665176274373131,0.8089667661614444,0.5196728553171162
74,75.0,-0.47308937860397,0.10808574297267345,-0.20340738301262573,-0.2298356471515888,0.10291326387508093,-0.168574990952173,0.9331739770031457,1.151469617731189,0.5418854131340012
75,76.0,0.33563879223731763,-0.4186658527376855,-0.1527077934550888,0.4212460763431558,-0.5151927707152595,-0.20433764405147856,0.9217878339971194,0.9870146968711654,0.5934932935286598
76,77.0,0.6841885099726239,-0.585298706604731,-0.24735250000063755,0.6231420000326495,-0.542364953966056,-0.20939495956945658,0.8634093231525857,0.9889811454002625,0.8359658295079153
77,78.0,0.16148013864203392,-0.1451042114260658,-0.13617892173487117,0.04819997550746536,-0.12169657694134628,-0.12942490827966924,0.552278044195344,0.6283405568952661,0.4706835000596842
78,79.0,0.5737908049495256,-0.11681127176591011,0.012653725551246891,0.5407211179968741,-0.22875925626830096,0.007888197954066811,0.650360171071549,0.5382969951805078,0.49213461115392637
79,80.0,-0.16020843176831398,-0.15179420961449647,0.013164721786300779,-0.15716159604226387,-0.18250014554742755,-0.015149644712599096,0.529588348311077,0.41795214900381533,0.29580901650080577
80,81.0,-0.1448557752334971,-0.44074154282677425,-0.21074984764275848,-0.1702686700453384,-0.4518192186749346,-0.24347593239004064,0.6473703567999434,0.46470203153921835,0.3137589630465454
81,82.0,-0.45935034781742995,0.5821727753519935,0.013358940872441667,-0.4597134475133302,0.6682408820864394,0.06388584605736458,0.5024632066586109,0.5395805249060982,0.4183276971425068
82,83.0,-1.2626474031133743,-0.13218396145125327,0.0715532351505446,-1.3524118908240723,-0.13029696384977285,0.0998346679122406,0.39080132561918435,0.44282176649527655,0.25158733403938793
83,84.0,0.3049305392941412,0.01076181697148979,-0.030847017191989262,0.2984993966455605,-0.0278537435890307,-0.009281260137115057,0.5858131553677772,0.35932093834142814,0.2941544567339182
84,85.0,0.6516605230126247,0.18660483643028924,-0.0989204890569434,0.6606999125191209,0.16716558331608944,-0.08719241941259526,0.4566378015614007,0.36321101913306164,0.34703385629513345
85,86.0,0.4041403290530438,0.4263357829753033,-0.06578201253465502,0.4268066842337177,0.4262253287034756,-0.12307162340101607,0.5125813541017589,0.28716739162825616,0.3019983354235756
86,87.0,0.24633116011762723,0.6435547485981408,-0.038044482080610384,0.3794184080904106,0.6648835973618974,0.008541802036594603,0.8439858021102392,0.6844469699363632,0.5329702316047182
87,88.0,0.08588736885449179,0.30476429880234107,-0.01008320790601807,0.09493676096284254,0.15937702472516954,-0.036973872118371005,0.5131199104075931,0.6126186326177355,0.4382635804460503
88,89.0,-0.0002566633697296947,-0.11153394614878913,-0.10292935884255966,-0.05473526608420642,-0.12146670667302573,-0.1789446669085335,0.5674392394209826,0.7593429552372726,0.6609944194488526
89,90.0,-0.0847500033941699,-0.25034296781571136,-0.22601238780743127,-0.08813730440481693,-0.1539118949694247,-0.16698380079052888,0.3345240556306509,0.6853969107148838,0.417473357705963
90,91.0,-0.127924722665186,0.06813766498565478,-0.01886082467069247,-0.04058305354312042,0.02775894594291195,-0.03869460623161913,0.48277313870886446,0.6743882887715854,0.4729743267497682
91,92.0,0.12293687083264665,-0.026882179026908454,-0.13332923490025597,0.22883579301092685,-0.01506376050386238,-0.15758803920381356,0.662256401047363,0.4662069535572866,0.48259258696262336
92,93.0,-0.08871352894009855,0.0697071150544507,-0.15883559882798312,-0.03942603542368772,0.06201455585751602,-0.1995061553001065,0.8682462758599262,0.6812577113710607,0.4442645032804063
93,94.0,-0.09779899045365792,-0.17219138915664625,-0.20300303984859575,0.0062192256293829296,-0.22747683879995506,-0.2233469517354684,1.0504401759212567,0.7717504578784445,0.5786407241379762
94,95.0,0.23129428706033126,-1.2311875455774948,-0.1589818800779047,0.1267831500328871,-1.2774359360112395,-0.10282866068067187,0.8821765655946662,0.6367630937208442,0.4680630831714487
95,96.0,2.662703009468583,-0.7291564698368768,0.5707414657707842,2.688067520301999,-0.8959536444532823,0.5546864189568355,0.7188161483320762,0.7060198053744243,0.5547834262443863
96,97.0,0.6561768837638837,-1.3648631790960764,1.545665418127392,0.14730730144116674,-1.6288728006875317,1.4025338963243639,1.9543138820709012,1.430008853907673,1.7460306775345062
97,98.0,-2.2812757582869745,0.6953874266990514,-0.09806011005455272,-2.462037767709134,0.647339246117042,-0.4530360972089618,1.2136316359560273,2.2367618228364092,1.193601395359202
98,99.0,-1.2862629093297486,2.046595881557266,-0.439446844561164,-1.1511658810944,2.0532967511695404,-0.3442621844573681,0.8377128555051813,1.4809570919941077,0.4689334540165945
99,100.0,-0.2512706574726473,1.1690454061519615,-0.23179850631730703,-0.17558520911672204,1.1292117693819694,-0.2620246838904121,0.5846310851194157,0.5779330787064748,0.536248397862714
100,101.0,-0.06876208493219883,0.34709588310615674,-0.20558902489713482,0.030507731215720924,0.3331924974536502,-0.1896826703026514,0.5991825341659079,0.7709764400626364,0.6627720997491086
101,102.0,0.09208736408889309,-0.40871294426281696,-0.13278824031306932,0.10007403646760687,-0.3704062062784773,-0.09699519107031618,0.43154020221940886,0.827418527217833,0.42040993149258504
102,103.0,0.1356343479578803,-0.3831324925403017,-0.08347861006509112,0.0967859516155718,-0.4263470337071675,-0.08563595200370289,0.3828618671308034,0.5888499309186855,0.39615008241423555
103,104.0,0.35022040991279946,0.7491619787987307,-0.18148283003905671,0.3250497033926756,1.0035381775920555,-0.2038198034281411,0.4589961067794752,0.6589531639072334,0.4345211918292179
104,105.0,0.2574609423665206,0.8945182688897,0.014229673567320078,0.2414396119685378,0.9626864544317364,0.042467188394686994,0.49944546697158876,0.6754638445378041,0.3755745831062944
105,106.0,0.13184707151975178,-0.19188387762833925,-0.06904685062004796,0.2518147030989297,-0.2309895322651556,0.024781833806961858,0.8809918817128988,0.8087504149644926,0.5981630337266401
106,107.0,-0.06415076196853291,-0.670401623979267,-0.05393381206441956,-0.0277128622520344,-0.8438266686651517,-0.0759069187406558,0.7675086261061664,1.0069515839296046,0.6800572483457628
107,108.0,0.641112061645317,-0.5338387836865702,-0.11774421983770748,0.5909466839356128,-0.5908769368278151,-0.0434116518317893,0.5995678928934057,0.7233376097235321,0.5224947652271759
108,109.0,-0.034179446795375316,-0.35533602128792063,-0.047277617735469714,0.24034830028526022,-0.4106895074746624,-0.03171350060095368,0.7797359690111259,0.5353819351009045,0.41113029897800346
109,110.0,-0.04226887126985904,-0.19141812572747136,-0.15184574970785375,-0.024152455754309243,-0.2184700953933945,-0.047363500086342825,0.6809564452216796,0.39546902905104764,0.40458710511423124
110,111.0,-0.1029568340470852,-0.07548199112207118,-0.019173592739410616,-0.15654226006125782,-0.012555075652510794,-0.10465555225513468,0.7913914107280402,0.6884832833913037,0.7452178678218176
111,112.0,0.2289457275305586,0.7422703118468548,-0.09304146148159428,0.2352761577572053,0.7319391621383531,-0.0968699104703048,0.6278720351788926,0.4858544548824099,0.43532062470682337
112,113.0,-0.13648138318818814,0.6845354919999478,-0.2428145275032388,-0.2419107554408981,0.8505156812129435,-0.28304469815580546,0.938084015092965,0.8668092032450561,0.8759221434157352
113,114.0,0.11254795444725449,0.46537803543230727,-0.15198211583494,0.1025048311303145,0.438780868470209,-0.11786561923948358,0.6749721425337957,0.7475175360114017,0.8364209166055376
114,115.0,0.24734957987241257,0.29508977932743324,-0.11241135418650182,0.2218260499678344,0.2582010752646049,-0.14890308775702255,0.6855798969167343,0.5861881096450614,0.4729103956032097
115,116.0,-0.07789737274398814,0.03173021532387308,-0.09982218601823578,0.059097526300883274,-0.03969503748903946,-0.14931277176828314,1.370231927190352,1.0899662166115565,0.8120474037661013
116,117.0,0.016271391920157623,-0.03661989260953441,-0.14489550899036108,-0.07577211516218617,0.016350083086624778,-0.10259859399789864,0.753119191796604,0.6058205294620179,0.5244879794551143
117,118.0,0.678776291760231,-0.30776570619094196,-0.0727404043609717,0.3802414003730057,-0.4470902669077148,-0.016775963212423358,0.9542229762648989,0.9443270855342575,0.7033317709705212
118,119.0,0.2050181173622371,-1.0304767482468522,-0.2708629166240256,0.22552001042507894,-1.0711647980744825,-0.31222735567457205,0.5851255931987435,0.6605789984550167,0.537244164341513
119,120.0,0.43191983048054344,0.15720773806000743,-0.06665408609088541,0.4797142008577318,0.047982571306462767,-0.004652710839333296,0.6238600955062371,0.8016872019371932,0.4387744390440258
120,121.0,-0.37036694707474643,0.5458026759308039,-0.2851539153097237,-0.3475884419324018,0.4392838023918131,-0.28100230633318457,0.40229732359885856,0.5895128437283367,0.29376477865582107
121,122.0,-0.8375660107694411,0.11974258438633736,-0.20022104557383383,-0.7742099089491709,0.08546828071494518,-0.1892278649036125,0.36446408620134174,0.3307615672684201,0.23916175951405277
122,123.0,-0.6902846045243043,0.2372220204797956,-0.11310668165704126,-0.7743828198975606,0.14788395421025413,-0.24307247047496805,0.7945960724828506,0.77481711939933,0.8071249181338572
123,124.0,-0.600847846477124,0.5540809548805806,-0.12755830410394678,-0.6291302829264684,0.6206825310020179,-0.15948905408328495,0.23931653533932518,0.26309162909958034,0.12828343607641107
124,125.0,-0.23346615234694815,0.4804057673983982,-0.16055558335332107,-0.2808764911647081,0.3822601920362665,-0.14574566597025918,0.43992189019169564,0.4468791362403847,0.2169902781903206
125,126.0,0.42605607685598057,-0.11111202153058425,-0.06890975935719638,0.2961435475901197,-0.047989929072596034,-0.0868806393489601,0.8205385359673513,0.6154744434994406,0.4573858431671934
126,127.0,0.4146484661255668,-0.18697082688687375,-0.11298970903726241,0.3629104494300268,-0.11293069579713055,-0.12569145479161534,0.9216502315338703,0.5493333415166265,0.3705142787902723
127,128.0,0.6243425930521386,0.2740005130063992,-0.0725118300321196,0.617473484807376,0.2898358431362631,-0.0776241946474947,0.37963735862676057,0.1982746468934893,0.1482462447470595
128,129.0,0.49769108958315555,0.020523640456048518,-0.02791128799198626,0.5113693138656235,0.03246645744179055,-0.02276471252525525,0.2563565337116078,0.24077308873927453,0.1561853093813246
129,130.0,-0.3525316604490567,-0.02595373096970228,-0.13179261176493037,-0.2404272376279355,-0.052515133688476816,-0.1179235434562198,0.4407240642234877,0.2747332360447736,0.2133223538119498
130,131.0,-0.5241636647456921,-0.2851257273118316,-0.17609518176540365,-0.5780246052546971,-0.2700836400462521,-0.15138676651813315,0.3576704778879372,0.34606113258187543,0.2693663207607515
131,132.0,-0.7277084245759511,-0.1825408479904616,-0.1519441540649916,-0.7372573228737931,-0.17054284983766266,-0.14250424522603122,0.33937013027674634,0.3060020801068799,0.23737808079894027
132,133.0,0.002319380237225356,-0.17734643870932232,-0.11534512822169003,0.11091204088882732,-0.18177635583924268,-0.07915825697369172,0.4692419757842693,0.33350701439896624,0.1841360513432807
133,134.0,0.1374154454792483,-0.035436013954547034,-0.1663965350750444,0.1707198675937418,0.025139385066002,-0.16420850161913858,0.28616881766488284,0.31145567231877125,0.18219196451639824
134,135.0,0.029836271020227994,0.04641522121833045,-0.16363900033743195,0.05350236798597752,0.0643716478151255,-0.18480153989024428,0.2086678009365034,0.23580614988079424,0.13781704550804
135,136.0,0.008582648841341503,0.16572372428588852,-0.13217323484141766,0.014526248093270857,0.14538011215650706,-0.11306839193924595,0.16756098053513752,0.24852943930323898,0.15191224698951852
136,137.0,-0.13300584083450356,0.18841361018541955,-0.16237986861572803,-0.1456198463218641,0.15269335925245284,-0.0979623664221636,0.6507842393027826,0.38895100900303947,0.33334423202472147
137,138.0,0.08016037700842968,0.06768050409813846,-0.1666532226291971,0.1982854616218788,-0.02416295193797735,-0.09729771856526148,0.713298388640135,0.49212864387621436,0.42084454118946285
138,139.0,-0.058791185480179205,-0.326817861614859,-0.1290715135983924,-0.03995684672053024,-0.2925261083116206,-0.10913149215137707,0.32946029758733403,0.3252272805041866,0.19795774406383446
139,140.0,-0.1581382020536194,-0.6327245257524856,-0.21211434322789696,-0.28369126318060056,-0.5852720809597356,-0.18301201875525186,0.45900291225994255,0.23341782399745456,0.3126962655420382
140,141.0,-1.1655191212473268,-0.025552081235415847,-0.038284023250589445,-1.3693730522073162,-0.17154326873663805,0.0001314790427189294,0.6692407040922895,0.43353428765139745,0.3993257486746584
141,142.0,-0.161169853232666,-0.13568598082065153,-0.09841263532259235,-0.22886730609307196,-0.1303046685199707,-0.060038125062010776,0.47818764417644205,0.2556452744354026,0.36398974157371594
142,143.0,1.4683922968527294,-0.5290540758829079,-0.23175895208951086,1.3880068027907555,-0.5115172500836636,-0.16651062615189094,0.9275302547042805,0.29198915806434816,0.26800508386231137
143,144.0,0.09439597481165386,0.9128127248777536,-0.24904607430612388,-0.03497088951057492,1.00893978835159,-0.2668804261733362,0.6927634012727505,0.3092665142770682,0.1969842865657498
144,145.0,-0.3000692430654787,0.4516662209900278,-0.13583851351588885,-0.4737014410272238,0.5290337820680211,-0.09236313574059896,0.7833504455663148,0.46475232900695246,0.2604814349442593
145,146.0,-0.29580206724922975,0.06396958308291512,-0.16450902896104022,-0.3667768296801608,0.08504921669852727,-0.1874609179661117,0.27564757466601025,0.20599763832433687,0.1669340400871229
146,147.0,-0.06690601421783503,-0.2153172686889265,-0.18018140535980565,-0.08116822850444994,-0.1811287956797054,-0.16308878472723956,0.17004801573444028,0.24182924489064164,0.09533435506615999
147,148.0,0.0009120450158283878,-0.03612462214257452,-0.17770735037097246,0.00837004028936317,-0.03785425390449815,-0.16327712843566586,0.18640034176189435,0.3437354442385817,0.11506042398985548
148,149.0,-0.43683241282664054,0.629167302535347,-0.14043283328379255,-0.470649184039381,0.6184320412983695,-0.15045320965348466,0.2623284964635185,0.23003261753512333,0.11321268053624033
149,150.0,-0.4628523059134538,0.022163214431087916,-0.0848873784806032,-0.4761898091820811,0.009628804497650023,-0.13536430751160464,0.3160339500589182,0.18735539244250748,0.12811857154995854
150,151.0,-0.3680438104171989,-0.2521770561298676,-0.03154584053862985,-0.31548417497648273,-0.2685978268088558,-0.019831423630297,0.24786986091295918,0.12074126790424564,0.09197364538407517
151,152.0,0.03888653477368269,-0.4066639627849692,-0.05014332986748121,0.010308360503252343,-0.3945185458175793,-0.04981294317315843,0.1789839759009135,0.1290001854719502,0.11562963176324705
152,153.0,0.2227348285333552,-0.5955847317895256,-0.08502751117919012,0.25985804928321965,-0.5712535857783436,-0.08603877681880334,0.20929998207740516,0.16409533357616532,0.1701702204528574
